window_id,pde_type,window_x_start,window_t_start,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,WeakIDENT_f1,WeakIDENT_e2,WeakIDENT_residual,WeakIDENT_runtime,WeakIDENT_error
burgers_00024,burgers,0,336,0.05731006366231516,0.01889764180118263,0.034800434946282585,0.17074572218369394,0.6385868381036278,0.6436810448877117,1.7823543586200765,0.017328536275408403,0.11000650493946672,0.10075372736323683,0.40693723927957653,0.3560997671580415,0.0,1.0,1.0,0.0007059574127197266,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00025,burgers,0,350,0.05528038552738411,0.017983025304854447,0.033506957996361685,0.1621213226657805,0.5885287396593974,0.6069336485330368,1.7639596479988442,0.01643353632922114,0.10464708508386912,0.09847786706847168,0.402676713097451,0.3473194322880248,0.0,1.0,1.0,0.000690460205078125,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00026,burgers,0,364,0.05336360832879051,0.017139539893547984,0.03230484934768356,0.15416313008730093,0.5437250248658784,0.5733238358917037,1.74625447558698,0.015608030521523767,0.09967918292127716,0.09631504457342972,0.3984513712567645,0.3390324582692454,0.0,1.0,1.0,0.0007002353668212891,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00027,burgers,0,378,0.0515505795749936,0.016359999400035054,0.031184182422627788,0.146802078423257,0.5034946676363675,0.5425030436110312,1.7291944476767767,0.014844962186591008,0.09506530466068949,0.0942566794248632,0.39426072852421473,0.3311972862960403,0.0,1.0,1.0,0.0007102489471435547,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00028,burgers,0,392,0.049833117557191456,0.015638048156839866,0.03013628008314017,0.1399779519753008,0.46726038850012935,0.5141695292802395,1.71273913073126,0.014138145386069327,0.09077230936009004,0.09229506767874991,0.39010429020012233,0.323776922862084,0.0,1.0,1.0,0.0006999969482421875,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00029,burgers,0,406,0.04820388698062454,0.014968051245843106,0.02915354511128546,0.13363805231493198,0.4345306658101872,0.48806111363919324,1.6968516101672142,0.01348214033103435,0.08677082652271222,0.09042327100766519,0.385981594063015,0.3167383326662381,0.0,1.0,1.0,0.0007140636444091797,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00030,burgers,0,420,0.04665629293910148,0.014345002547486175,0.02822931840432349,0.12773609382922615,0.40488521508458003,0.4639491779953042,1.6814981068045776,0.012872148779934449,0.08303476036398699,0.08863502230174763,0.38189223449221915,0.31005192474647797,0.0,1.0,1.0,0.0007061958312988281,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00031,burgers,0,434,0.045184390210327274,0.013764446952335172,0.027357758571715393,0.12223128423538697,0.3779632064674577,0.4416336812484434,1.666647642503094,0.012303925921408294,0.07954086681499699,0.08692464497123743,0.3778358743721923,0.3036911158530119,0.0,1.0,1.0,0.0007035732269287109,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00032,burgers,0,448,0.04378280539319535,0.013222413969040402,0.026533738497127306,0.11708755553763625,0.3534536555893107,0.4209390076659325,1.652271747862084,0.011773705898390765,0.0762683916768848,0.08528698368472898,0.3738122487739528,0.29763195805342363,0.0,1.0,1.0,0.0007767677307128906,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00033,burgers,0,462,0.04244666984747514,0.012715360608797696,0.025752755690872615,0.11227291795888814,0.3310875486451239,0.40171049379605916,1.6383442059876616,0.011278138653891125,0.07319876029132873,0.08371734469488962,0.36982116325615616,0.2918528199546051,0.0,1.0,1.0,0.0007262229919433594,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00034,burgers,0,476,0.041171561752079575,0.012240121908254745,0.025010854110634913,0.10775891488039364,0.31063135834070754,0.3838115125306407,1.6248408272710428,0.010814236202351975,0.07031531070711153,0.08221144423663307,0.36586248879892763,0.28633411284865873,0.0,1.0,1.0,0.0007338523864746094,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00035,burgers,0,490,0.03995345588698163,0.011793867813838335,0.024304555706152912,0.10352016113192698,0.29188168087290384,0.3671210158903149,1.6117392509037705,0.010379326772900467,0.06760306365773175,0.08076536375003898,0.36193615478528407,0.2810580546388964,0.0,1.0,1.0,0.0007271766662597656,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00036,burgers,0,504,0.038788679979137194,0.011374065422096031,0.023630800337579402,0.0995339503688156,0.2746607808034123,0.35153145687472076,1.5990187695077966,0.009971015547912814,0.06504852376800542,0.07937551089580415,0.3580421410130253,0.2760084656537468,0.0,1.0,1.0,0.0007016658782958984,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00037,burgers,0,518,0.03767387664502249,0.010978445775814555,0.022986892988729402,0.09577991995846066,0.258812874629161,0.33694702569614376,1.5866601738029913,0.009587150944961749,0.0626395073193856,0.07803858550558657,0.3541804694083114,0.2711705914710793,0.0,1.0,1.0,0.0007188320159912109,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00038,burgers,0,532,0.03660597012000367,0.010604974571351575,0.02237045738670997,0.0922397639360098,0.24420101808117334,0.32328214769333785,1.5746456146904122,0.00922579557272646,0.060364992658153795,0.07675154975169253,0.35035119588778324,0.266530948700804,0.0,1.0,1.0,0.0007238388061523438,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00039,burgers,0,546,0.03558213709440499,0.010251826251391408,0.021779395276280738,0.08889698629713333,0.2307044889824105,0.3104601998345502,1.5629584805119687,0.008885201140096027,0.05821498995578518,0.07551160193672736,0.34655440265531934,0.2620771903472684,0.0,1.0,1.0,0.0007469654083251953,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00040,burgers,0,560,0.03459978108315595,0.009917361048589627,0.021211850699100088,0.08573668826783762,0.21821657857884538,0.2984124104537522,1.55158328756855,0.008563786719082239,0.056180427549673506,0.07431615339922304,0.34279019110511894,0.2577979879247446,0.0,1.0,1.0,0.0007536411285400391,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00041,burgers,0,574,0.03365650984452878,0.00960010461630976,0.020666178706980332,0.0827453842981753,0.20664272091723923,0.28707691310614347,1.540505582249667,0.008260119861572967,0.05425305252392813,0.07316280810991292,0.3390586754222388,0.25368292795282577,0.0,1.0,1.0,0.0007169246673583984,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00042,burgers,0,588,0.03275011543713015,0.009298729938089912,0.02014091800219373,0.07991084242371832,0.19589890307578955,0.2763979304886144,1.5297118533566594,0.007972900151598775,0.052425343549580956,0.07204934459844245,0.33535997691581004,0.24972242083262286,0.0,1.0,1.0,0.0007157325744628906,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00043,burgers,0,602,0.031878556565719036,0.009012041251486821,0.019634767051755955,0.07722194536865912,0.18591030960623406,0.26632506848095483,1.519189453395585,0.0077009448420505295,0.05069043430389108,0.07097369990442341,0.3316942190822017,0.24590762041425082,0.0,1.0,1.0,0.0006947517395019531,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00044,burgers,0,616,0.031039942917787274,0.0087389597573986,0.019146563269518923,0.07466856936093849,0.17661016299771543,0.2568127037161083,1.5089265277807562,0.007443176280347286,0.04904204603984955,0.06993395529188173,0.32806152337043265,0.24223035282319746,0.0,1.0,1.0,0.0007138252258300781,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00045,burgers,0,630,0.03023252123593786,0.008478510914985141,0.018675264901767873,0.07224147811921514,0.16793872877451893,0.24781945083213186,1.4989119510303344,0.007198610873607999,0.04747442808792639,0.06892832350393988,0.32446200560650945,0.2386830533273936,0.0,1.0,1.0,0.0007367134094238281,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00046,burgers,0,644,0.02945466290737053,0.008229813146437783,0.018219935289876255,0.06993222987454902,0.1598424593303591,0.23930769780947103,1.4891352691552757,0.0069663493821465776,0.04598230524947331,0.06795513736631918,0.32089577302443034,0.23525871020587166,0.0,1.0,1.0,0.0007085800170898438,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00047,burgers,0,658,0.02870485288240477,0.007992067796238119,0.01777972921812724,0.06773309562286862,0.1522732550565684,0.23124319965395213,1.4795866475456023,0.00674556836201233,0.04456083119071165,0.06701283957500122,0.317362921847344,0.23195081473006388,0.0,1.0,1.0,0.0008969306945800781,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00048,burgers,0,672,0.027981679759893765,0.007764550207018306,0.017353881086416206,0.06563698708069293,0.14518782494717883,0.22359472221858412,1.4702568237460456,0.006535512603966372,0.0432055470725342,0.06609997352600619,0.31386353536136563,0.22875331649510186,0.0,1.0,1.0,0.0011851787567138672,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00049,burgers,0,686,0.0272838268993899,0.007546601789297909,0.016941694676456145,0.06363739304668438,0.1385471318252012,0.21633372922885696,1.4611370645888937,0.006335488438634359,0.04191234475830228,0.06521517506442995,0.31039768242574794,0.2256605834450452,0.0,1.0,1.0,0.0011534690856933594,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00050,burgers,0,700,0.02661006443865582,0.00733762297566807,0.01654253430644111,0.0617283230637968,0.1323159097647328,0.20943410663343265,1.4522191272172154,0.006144857796375315,0.04067743403258082,0.06435716504619596,0.30696541636574454,0.2226673660261422,0.0,1.0,1.0,0.0007607936859130859,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00051,burgers,14,0,0.2895561128037784,0.5751280999288856,1.4058314642012304,1.9243894061457656,39.51689290589473,5.787380084482874,2.9471509187267246,0.10304422174569595,0.6463218126959078,0.355432759233117,1.1355717463449566,0.9993136236197645,0.0,1.0,1.0,0.0007557868957519531,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00052,burgers,14,14,0.24907861425804842,0.5218942931932974,1.3311716092380148,1.671287061624595,34.08784903831834,5.128503509953197,2.9209700636160294,0.0809884001987295,0.5536049709840749,0.34544853378965024,1.0182972951803186,0.9834748572402445,0.0,1.0,1.0,0.0007545948028564453,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00053,burgers,14,28,0.21129568421646644,0.46302024741810294,1.2373848899374034,1.4454624707119281,29.03611848930248,5.114974495285418,2.887129533594558,0.05370558656985387,0.4479265518151985,0.3343543503671882,0.8974578770571591,0.9680549214786578,0.0,1.0,1.0,0.0007500648498535156,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00054,burgers,14,42,0.17862377250304215,0.39612957194509557,1.1050427593969026,1.260869877519871,23.94696268794281,4.594458544132984,2.8494625259743374,0.0240948486401756,0.3463249941853296,0.32231137697572765,0.7779787202453396,0.9530106425104271,0.0,1.0,1.0,0.0007164478302001953,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00055,burgers,14,56,0.1531811593217508,0.32427440668700985,0.9298794394284892,1.1253124548352393,18.71001183166562,3.6210428063097044,2.8180421947646326,0.006617659389527505,0.3017338843384722,0.3096101490949311,0.6676721512325532,0.9380925945499377,0.0,1.0,1.0,0.0007205009460449219,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00056,burgers,14,70,0.13529933174868766,0.2553515960779296,0.7352480406096538,1.0312711274252067,13.77685499515174,3.3188544003353027,2.794795551887828,0.028071843128227265,0.3409239330951278,0.2966219809816484,0.5734893386721243,0.924232467850929,0.0,1.0,1.0,0.0007436275482177734,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00057,burgers,14,84,0.12332878508504518,0.19669178969359546,0.5544171434667712,0.9614312205469308,9.798076627331687,3.0608876745716884,2.7672871097804554,0.04356567168805211,0.3707380462363849,0.2837177854510685,0.498378019656744,0.9104133562555797,0.0,1.0,1.0,0.0007245540618896484,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00058,burgers,14,98,0.11497914209332143,0.15116515663781815,0.4075977270285853,0.9012751283381424,7.084638532535595,2.839368229416439,2.7351676569480414,0.05285092186578594,0.3841466808894363,0.2711970409849475,0.4412594572867231,0.8963353562115204,0.0,1.0,1.0,0.0007250308990478516,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00059,burgers,14,112,0.10851030266841948,0.11775560874818314,0.2982418672206968,0.843920489368877,5.4861106979031025,2.6470670359168835,2.6999348801095424,0.05745529651453869,0.3848168934661094,0.2592584524022143,0.3989481813184796,0.8814741405029608,0.0,1.0,1.0,0.0007112026214599609,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00060,burgers,14,126,0.10296300934637312,0.09383201891436062,0.22068517652369699,0.7877967349837187,4.605740737737421,2.4781503744301103,2.6630684550179122,0.058907454863531106,0.3771197764442688,0.24800790974087691,0.36790492747686293,0.8593129238122069,0.0,1.0,1.0,0.0007174015045166016,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00061,burgers,14,140,0.09790592352171716,0.0767292210218629,0.1670339211974243,0.7334417620907082,4.078762081595394,2.3265475585575457,2.6256793970556225,0.0583907625045468,0.3644390243648931,0.23748272938208184,0.34509535391190094,0.8329076526350712,0.0,1.0,1.0,0.0006976127624511719,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00062,burgers,14,154,0.09317240514847468,0.06434106230652771,0.13031617674369228,0.6817480684038758,3.6964007632691716,2.1936973124596637,2.5885136038089294,0.056720499749021484,0.34908229683229514,0.2276763153209232,0.328198225138073,0.804648988720225,0.0,1.0,1.0,0.0007157325744628906,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00063,burgers,14,168,0.08870661121622156,0.055173480011565385,0.10524465467620642,0.6333580342500634,3.3718113696323013,2.0722685744193337,2.552038517679869,0.054424520362016046,0.3325337550042079,0.2185570265768098,0.31553147950717414,0.7760260452463149,0.0,1.0,1.0,0.0007433891296386719,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00064,burgers,14,182,0.08449195886803972,0.048217297917657435,0.08805461463864236,0.5885770259209048,3.076629411206622,1.9612947870222275,2.5165292631000433,0.05183223454605108,0.31571407892612335,0.21008074563263196,0.30590268696485223,0.747917904485409,0.0,1.0,1.0,0.0006995201110839844,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00065,burgers,14,196,0.08052224914539936,0.0428029473506114,0.07614058763298363,0.5474474961338726,2.8038880349146034,1.8619356431958112,2.482134325230026,0.04914379233026396,0.299176311138939,0.2021985835014315,0.2984715238331534,0.7208138673517047,0.0,1.0,1.0,0.0007104873657226562,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00066,burgers,14,210,0.07679158943774825,0.03848609520797034,0.06773082563127208,0.509843793312309,2.5527224472594714,1.766741840328101,2.4489210288653576,0.04647755619434938,0.28323900716610295,0.19486131556555142,0.29264482392295765,0.6949621856869596,0.0,1.0,1.0,0.0006923675537109375,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00067,burgers,14,224,0.07329177032307241,0.034968626558185174,0.06163964609511683,0.4755471959490133,2.3231923821940215,1.6681917257547196,2.416905720382463,0.04390092194235475,0.2680730344883236,0.18802177157591635,0.28800090375333376,0.6704654073321469,0.0,1.0,1.0,0.0007152557373046875,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00068,burgers,14,238,0.07001226839847062,0.03204707283247566,0.05708530995243835,0.44429649050972053,2.1149067379284223,1.5708120368900236,2.3860734085803386,0.04144982905895011,0.25375717300548184,0.18163600009471906,0.2842370866184611,0.6473399597912265,0.0,1.0,1.0,0.0007030963897705078,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
burgers_00069,burgers,14,252,0.06694097435410655,0.02957972196888948,0.05355805258601003,0.41581918806997265,1.9268840848781545,1.4771290099648837,2.356390427952581,0.03914097874702943,0.24031350086085804,0.17566372305383018,0.28114173337294485,0.6255529012600373,0.0,1.0,1.0,0.0007052421569824219,"ufunc 'fft' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
