window_id,pde_type,window_x_start,window_t_start,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,PySINDy_f1,PySINDy_e2,PySINDy_residual,PySINDy_runtime,RobustIDENT_f1,RobustIDENT_e2,RobustIDENT_residual,RobustIDENT_runtime,WSINDy_f1,WSINDy_e2,WSINDy_residual,WSINDy_runtime,best_method,oracle_e2
kdv_00000,kdv,0,0,37.87706777715263,200.824725456984,1074.0233880863468,799.7565621646071,102051.4913005001,22346.854736932528,6.436835119590337,4.193101763457441,5.456430743207794,5.326345878558748,4.745457131725097,160.56434201429659,0.0,1.0,1.0,0.00042128562927246094,1.0,66.75365638795725,423.09208950168903,0.0027413368225097656,0.0,1.0,1.0,0.00043320655822753906,PySINDy,1.0
kdv_00001,kdv,0,9,9.592091309680976,51.767599390805614,278.7480444192796,203.26567804553892,26743.1635231195,5834.61592677093,5.0569125124303635,2.870655809987825,4.090463199857464,1.3298189653947659,5.3286783064891585,40.689536828448354,0.0,1.0,1.0,0.0002884864807128906,1.0,67.15140493238309,37.885936743219105,0.0026509761810302734,0.0,1.0,1.0,0.0003821849822998047,PySINDy,1.0
kdv_00002,kdv,0,18,2.3704290445207428,12.893162559362093,72.08623499376051,50.335959218079616,6994.024560360885,1454.1866181193104,3.674716534859851,1.6340576662743853,2.7407102859948322,0.3272651176460684,7.460131964521404,10.061337739642742,0.0,1.0,1.0,0.0002200603485107422,1.0,48.33674480375774,9.127473109558936,0.0026335716247558594,0.0,1.0,1.0,0.0003826618194580078,PySINDy,1.0
kdv_00003,kdv,0,27,0.5867801335976481,3.3933718135769415,27.0034538287575,12.666527085388763,2724.699156262284,355.28798570154316,2.3444149666348233,0.6956104998060554,1.5170127148641832,0.08027630999526944,16.315301781155846,2.478898089572606,0.0,1.0,1.0,0.0002219676971435547,1.0,17.6587809478972,3.95058510171091,0.002584695816040039,0.0,1.0,1.0,0.00035691261291503906,PySINDy,1.0
kdv_00004,kdv,0,36,0.16184370559386546,1.5206133974883875,22.18412858908263,4.2461853503716975,2327.293107859668,80.43453224225239,1.1961395931104277,0.22010512630419005,0.6291477925161681,0.02001312012225239,54.93094512228434,0.6138825692348405,0.0,1.0,1.0,0.0002682209014892578,1.0,48.613518522587995,2.2719917718061633,0.0025970935821533203,0.0,1.0,1.0,0.00036334991455078125,PySINDy,1.0
kdv_00005,kdv,0,45,0.08017300145763612,1.2748040919782075,20.977559461314122,2.9631466959902215,2202.8151515749396,25.417182696037347,0.4533706528190403,0.08632794332937208,0.21265946091825602,0.006242131440058759,161.58924061182393,0.1674343723048446,0.0,1.0,1.0,0.00024962425231933594,1.0,36.133316440067226,2.0812950159563677,0.002651691436767578,0.0,1.0,1.0,0.0003650188446044922,PySINDy,1.0
kdv_00006,kdv,0,54,0.07001609571578149,1.2273235585220812,20.469677678208107,2.8090544946271594,2170.227702919745,8.244228083854068,0.15442764058784392,0.05997214045707697,0.08498960091792346,0.004141840832684159,234.36578841117617,0.04819898949047684,0.0,1.0,1.0,0.0002353191375732422,1.0,23.937273595565628,1.9950685113788313,0.002559185028076172,0.0,1.0,1.0,0.00036454200744628906,PySINDy,1.0
kdv_00007,kdv,0,63,0.07209493580217892,1.2747834082711482,21.27880242043458,2.906637150075338,2224.1035960843355,8.244228083854068,0.09079394712750982,0.06063148700605407,0.06209991689225371,0.0041559072243858765,245.89296242651687,0.02312162413013766,0.0,1.0,1.0,0.00023412704467773438,1.0,15.896536124984564,2.0387745598190996,0.002553701400756836,0.0,1.0,1.0,0.0003790855407714844,PySINDy,1.0
kdv_00008,kdv,0,72,0.07194371610712033,1.2729031799671566,21.231819139123292,2.907447920294841,2243.5310798569026,8.244228083854068,0.08736089032513143,0.05753838265748281,0.06056109179103826,0.004142591047695471,245.75419114156227,0.02312162413013766,0.0,1.0,1.0,0.00027751922607421875,1.0,15.095571887901803,2.0040942983818826,0.002686738967895508,0.0,1.0,1.0,0.00037598609924316406,PySINDy,1.0
kdv_00009,kdv,0,81,0.06814630299217177,1.2056111805180998,20.117999545252722,2.7776962212720604,2152.16305780283,8.244228083854068,0.08493138749732965,0.05143672668390988,0.0551154065892908,0.003934955160515452,241.86950234278626,0.02312162413013766,0.0,1.0,1.0,0.00027751922607421875,1.0,14.439262974327429,2.0445506997640273,0.0025610923767089844,0.0,1.0,1.0,0.0003619194030761719,PySINDy,1.0
kdv_00010,kdv,0,90,0.06837857673739618,1.2093259541222492,20.163767274809967,2.7475421307467944,2125.068383795073,8.244228083854068,0.08618716627453922,0.05420144678437619,0.05590641852934974,0.00394516868927465,243.3576343427544,0.02312162413013766,0.0,1.0,1.0,0.00023055076599121094,1.0,15.28585523053764,1.9826211035087262,0.0025527477264404297,0.0,1.0,1.0,0.0004093647003173828,PySINDy,1.0
kdv_00011,kdv,0,99,0.06821361833279299,1.2049101551399728,20.07812327561794,2.738800627718967,2098.1909190205524,8.722134051126318,0.08736742383773102,0.0563074213043514,0.05682471991692008,0.003930261348119815,245.27835786054564,0.02282308338356643,0.0,1.0,1.0,0.0003917217254638672,1.0,14.199120940957137,2.0297075372147493,0.002833127975463867,0.0,1.0,1.0,0.0007169246673583984,PySINDy,1.0
kdv_00012,kdv,0,108,0.06548193394635092,1.158599335717106,19.348153388415295,2.640984886876152,2061.356314587974,8.244228083854068,0.08747489952315984,0.05332789466203603,0.05456808370740108,0.003784459684593034,245.72181625646624,0.02239560112095205,0.0,1.0,1.0,0.00027871131896972656,1.0,14.364956443557507,1.906967118106811,0.002620220184326172,0.0,1.0,1.0,0.0003857612609863281,PySINDy,1.0
kdv_00013,kdv,0,117,0.06498570016397123,1.1493555841614822,19.169757270392722,2.625442777881337,2036.9286005445304,8.244228083854068,0.08724121793257203,0.05489308319873609,0.05554911947969434,0.003750936932851998,243.9874412228741,0.02239560112095205,0.0,1.0,1.0,0.0002751350402832031,1.0,14.802810868701837,1.9523493765812099,0.0026628971099853516,0.0,1.0,1.0,0.00036835670471191406,PySINDy,1.0
kdv_00014,kdv,0,126,0.06423354552845081,1.1343428412173961,18.89151140318224,2.550255321644289,1972.7034360294945,8.244228083854068,0.08677977749219974,0.052782719985999614,0.054612602719178394,0.0037057153483441704,242.36291110865935,0.02239560112095205,0.0,1.0,1.0,0.000232696533203125,1.0,13.662122216061247,1.8984403745829175,0.0025794506072998047,0.0,1.0,1.0,0.0003657341003417969,PySINDy,1.0
kdv_00015,kdv,0,135,0.06132400828061428,1.084261972213825,18.08994639737451,2.424676219175797,1886.417400163802,8.845099456675598,0.08588945036533119,0.05468068336829787,0.0561848211836722,0.0035516926959273647,240.97167039832271,0.022244518470924957,0.0,1.0,1.0,0.00022912025451660156,1.0,13.469877082904143,1.7825814089944563,0.002604961395263672,0.0,1.0,1.0,0.0003604888916015625,PySINDy,1.0
